,Median Age by Sex,Total Population,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Poverty Rate (%),Degree Percentage (%),POC Population (%),White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%)
73,43.1,2614,1388,1226,1271,803,66,306,0,415,106,61,456,114,341,120,38,4,70606,289,3.1,4.5,11.1,6.6,6.9,20.3,11.2,24.2,4.1,8.0,11.05585309869931,19.242540168324407,47.01606732976282,52.98393267023719,0.038255547,0.4590665646518745,0.0,33.89441469013007,1.4154552410099464,11.208875286916603,18.85998469778118
74,44.4,2101,1417,684,911,936,94,178,8,740,44,15,258,140,229,176,16,0,87292,150,3.4,2.1,13.3,3.4,6.9,13.0,17.9,12.4,20.4,7.2,7.1394574012375065,20.038077106139934,24.27415516420752,75.72584483579247,2.284626368396002,3.47453593526892,0.0,3.046168491194669,2.141837220371252,13.326987148976675,11.185149928605426
75,30.7,4854,2492,2362,2748,1398,241,257,36,1045,161,205,362,190,329,154,40,71,69412,765,3.7,4.3,7.7,7.3,12.9,16.8,14.5,16.8,10.5,5.5,15.7601977750309,12.23733003708282,83.97198187062217,15.966213432220847,1.5657189946435928,1.6069221260815822,0.0618046971569839,71.09600329625052,0.041203131,9.662134322208487,11.248454882571076
76,32.1,96299,52279,44020,51024,30256,2650,7734,736,12233,3279,5287,11120,5948,12039,5358,1111,1704,81655,6356,3.6,2.5,4.8,5.0,10.7,18.9,14.2,17.6,9.9,12.8,6.600276223013739,20.98879531459309,27.954599736238173,71.36730391800538,4.131922449869677,3.148526983665459,0.6780963457564461,6.991765231,1.7362589434988942,11.946126127997177,11.55982928171632
77,46.2,2079,1079,1000,1083,549,112,169,9,381,108,109,248,63,238,220,20,0,68276,121,7.6,4.6,15.3,5.5,5.9,17.9,11.5,23.0,4.7,4.1,5.82010582,22.991822991822996,19.095719095719097,80.9042809,0.0,3.270803270803271,0.0,6.204906204906205,0.096200096,9.523809523809524,15.007215007215008
78,50.0,2329,1300,1029,1348,730,145,272,14,516,102,81,346,177,375,113,11,7,62344,269,6.9,5.8,7.4,8.4,12.1,18.9,13.5,11.4,9.7,5.9,11.550021468441392,21.726062687848863,46.67239158437098,53.15586088449978,0.38643194504079,0.8158007728638901,0.17174753112924,28.853585229712326,0.0,16.616573636753973,19.87977672820953
79,39.0,32108,16461,15647,17985,10419,1222,3288,190,3869,1202,1244,4122,2116,5922,2241,735,450,95711,2176,2.6,2.0,5.8,3.4,8.4,15.4,15.0,20.4,12.4,14.6,6.777127195714463,29.114239441883644,34.658029151613306,63.98093932976205,1.0744985673352434,7.216270088451476,1.361031518624642,9.399526597732653,1.9309829326024663,15.036750965491466,11.283792201320544
80,41.2,59235,31086,28149,31871,18392,2397,6463,419,9673,3166,3208,7824,3723,7313,3302,717,315,76272,7265,5.2,3.2,7.7,6.7,10.5,15.9,13.7,18.5,8.6,9.9,12.264708364986916,19.662361779353425,20.025322866548493,79.59989871,0.7157930277707437,1.7236431164007766,0.3747784249177007,7.409470752089136,1.6983202498522834,8.478095720435554,15.181902591373344
81,40.6,13910,7232,6678,7524,4618,582,1551,98,2324,490,1047,2029,648,1908,671,145,88,82763,1329,4.0,1.9,7.0,6.2,9.0,15.5,15.2,18.3,11.4,11.4,9.554277498202731,20.21567218,35.744069015097054,64.04744787922358,0.6542056074766356,8.483105679,0.2084831056793673,14.593817397555714,1.5600287562904385,10.452911574406905,13.824586628324948
82,35.1,13065,6991,6074,6531,4514,500,739,57,2167,340,747,1346,819,1655,550,131,122,91138,1027,5.3,1.5,3.6,3.9,11.9,14.7,13.4,27.7,8.7,9.3,7.860696517412935,18.81362418675852,49.37619594336012,50.60849598163031,0.9184845005740528,22.686567164179102,0.0153080750095675,11.41982395713739,0.6812093379257559,13.67011098354382,8.457711443
83,23.7,8372,4576,3796,4117,2326,276,210,76,2058,198,170,569,118,161,21,3,1,42663,2836,10.9,5.2,11.3,11.7,16.7,19.7,9.7,9.4,3.1,2.3,33.874820831342575,2.2216913521261348,96.69135212613472,3.165312947921643,0.8361204013377926,0.1672240802675585,0.1433349259436216,90.85045389393215,0.7644529383659818,4.073100812231247,13.688485427615865
84,33.6,999,508,491,504,378,47,50,6,206,87,49,101,47,56,45,0,0,61607,151,2.5,4.9,13.5,8.6,14.7,15.0,14.7,15.6,8.9,1.5,15.115115115115117,10.11011011011011,82.88288288288288,17.117117117117118,2.2022022022022023,3.503503503503504,0.0,61.76176176176176,0.0,15.415415415415415,13.713713713713712
85,36.3,108661,56811,51850,55101,34201,3636,9449,848,18601,5074,5902,12874,7913,10907,4499,898,578,86435,10810,4.2,2.9,5.6,5.6,9.0,15.2,14.8,20.5,10.7,11.4,9.94837154084722,15.536393002089069,20.37713623103045,79.19584763622642,1.2810483982293557,1.8000938699257325,0.4270161327431185,6.205538325618208,1.3335051214327127,9.756950515824444,13.540276640192896
86,29.1,10018,5237,4781,5461,2791,390,540,33,2058,357,478,809,188,433,515,48,23,70121,2041,5.5,2.5,10.2,9.3,9.4,16.8,12.2,17.0,7.3,9.7,20.37332800958275,10.171690956278695,85.77560391295668,14.204432022359754,1.0281493312038332,1.2976642044320224,0.0199640646835695,76.03314034737473,0.2395687762028349,7.177081253743261,9.742463565581952
87,36.3,10924,6766,4158,5388,4477,357,533,145,3113,159,565,1311,665,725,298,20,36,83472,857,5.7,4.8,3.4,3.9,13.3,15.9,9.8,19.7,5.8,17.8,7.845111680703039,9.87733431,66.28524350054926,31.801537898205783,1.766752105455877,5.785426583668986,1.9132186012449648,50.164774807762726,1.2266569022336142,7.341633101428048,11.332845111680705
88,29.2,7682,4105,3577,3925,2242,237,399,24,1644,310,249,619,177,425,164,44,8,77647,1405,5.1,4.1,6.7,5.6,9.6,17.7,13.3,16.7,11.3,9.9,18.28950794064046,8.344181202811768,89.06534756573808,10.648268680031242,1.2366571205415255,1.288726894038011,0.2863837542306691,80.70814892,0.2343139807341838,5.597500650872169,10.270762822181725
89,50.1,3374,1655,1719,1888,1191,175,244,29,754,53,145,422,203,448,168,10,3,77826,153,1.9,1.5,8.9,7.7,14.0,15.5,17.9,14.0,8.0,10.5,4.534676941315945,18.642560758743333,41.79016004742146,57.735625370480136,1.155898043864849,17.842323651452283,0.4742145820983995,7.943094250148191,3.556609365737996,11.29223473621814,18.79075281564908
90,43.1,5799,3223,2576,3012,1871,290,535,52,1255,254,221,947,356,566,226,7,6,61779,879,4.6,5.1,8.9,8.2,12.0,18.4,14.3,14.7,9.6,4.4,15.157785825142266,13.881703742024488,54.16451112260735,45.05949301603725,0.3793757544404207,1.3795481979651665,0.7759958613554061,38.45490601827901,0.5000862217623728,13.450594930160372,21.296775306087252
91,39.5,8462,4420,4042,4560,2831,369,784,49,1396,168,477,1066,598,1391,501,126,58,95261,571,2.1,2.2,5.3,4.8,9.4,13.6,17.2,25.9,10.2,9.4,6.747813756,24.53320727960293,36.51619002599858,62.26660363980147,0.6854171590640511,7.882297329236588,1.2172063341999528,9.371307019617111,1.0635783502718033,17.513590167809028,13.401087213424724
92,38.6,1303,537,766,835,439,74,158,7,273,57,85,152,62,214,53,0,3,79583,81,1.2,1.5,1.2,17.1,8.5,15.1,20.2,21.5,9.0,4.6,6.216423637759018,20.72141212586339,21.949347659247888,78.05065234075211,3.069838833461243,2.225633154259401,0.0,4.911742133537989,0.0,11.742133537989256,14.27475057559478
93,36.9,6888,3912,2976,3251,2092,249,583,11,1386,274,455,807,431,622,247,12,16,75378,898,5.5,3.4,12.5,6.5,10.3,11.6,16.4,21.2,5.9,6.7,13.037166085946575,13.022648083623697,24.796747967479675,74.95644599303137,0.8855981416957027,3.1068524970963995,0.2468060394889663,12.790360046457607,2.627758420441347,5.386178861788618,18.71370499
94,48.9,2134,1136,998,1102,633,112,275,36,453,68,127,279,150,217,50,8,6,61000,213,3.1,0.9,7.4,13.3,18.2,16.5,14.3,15.1,6.3,5.0,9.981255857544518,13.16776007497657,40.86223055,56.98219306,0.0468603561387066,0.8434864104967198,2.1555763823805063,22.86785379568885,0.9840674789128396,16.119962511715087,22.86785379568885
95,41.3,564,352,212,329,187,9,29,0,156,17,20,96,41,38,5,0,0,76875,56,0.9,3.0,5.6,3.0,3.9,31.6,14.3,28.1,7.8,1.7,9.929078014184398,7.624113475177305,67.19858156028369,30.673758865248228,2.127659574468085,20.212765957446805,2.127659574468085,26.063829787234045,1.4184397163120568,17.375886524822697,9.574468085106384
96,35.8,5355,2841,2514,3017,1606,289,404,19,1060,282,290,710,173,333,131,19,5,47826,1216,10.6,4.9,14.0,10.0,12.5,18.4,10.2,11.5,5.1,2.9,22.707749766573297,9.112978525,76.78804855275445,23.137254901960784,0.1867413632119514,1.3445378151260503,0.074696545,67.41363211951447,0.4481792717086834,7.394957983193278,17.70308123
97,35.6,66054,32843,33211,39343,21519,3220,4143,546,12321,1381,1201,10858,3889,3475,1921,179,244,37483,21058,17.4,7.5,11.7,12.0,12.1,14.2,9.9,9.5,3.8,2.0,31.87997698852454,8.809458927544132,79.36990946801103,20.522602718987496,0.8856390226178581,0.5662034093317588,0.1074878130014836,72.93426590365458,1.3277015774971992,3.656099554909619,13.815968752838586
98,41.4,125504,64221,61283,68837,38197,7728,13496,1583,17874,4304,6331,16278,10095,14684,7074,1009,782,58421,17553,6.4,5.2,9.2,9.0,13.7,18.0,12.4,14.7,7.5,4.0,13.986008414074451,18.76354538500765,28.228582355940844,71.44075089240184,3.9847335543090256,1.9401772055073945,0.3306667516573177,0.9322412034676186,4.2556412544620095,17.11578914,16.824961754207038
99,31.7,144705,71707,72998,89785,53121,4192,10538,1199,16090,2141,4294,14965,7435,20215,9779,1949,2357,67266,22531,6.7,4.8,7.0,7.9,10.7,18.4,12.3,16.5,7.5,8.2,15.57029819287516,23.70339656542621,41.27777201893508,58.56881241145779,1.528627207076466,1.874848830379047,0.1534155696071317,25.30389412943575,5.319788535295947,7.250613316747867,12.649182820220448
100,50.6,53419,26688,26731,28796,16671,3879,6574,861,9850,2275,3714,7507,4052,4700,2047,250,178,55242,9910,7.1,5.4,9.2,11.3,13.5,18.6,13.9,12.3,4.8,3.9,18.551451730657632,13.431550571893895,30.63142327636234,69.33300885,0.7282053202044216,0.7169733615380296,0.035567869,15.786517905614108,3.7720661187966815,9.627660570209102,20.72109174638237
101,34.1,38453,20530,17923,20577,11581,1573,3867,549,5331,2079,2082,5017,2708,2192,1046,86,75,64089,6230,7.2,3.9,7.2,7.8,12.4,20.3,16.9,13.8,7.0,3.4,16.201596754479493,8.839362338439132,31.401971237614752,68.52261201986842,1.9738381920786412,0.7385639611993863,0.075416743,11.965256286895691,4.184328921020467,12.539983876420566,11.910644163004187
102,35.5,9483,5027,4456,4625,2856,333,897,153,1589,307,379,1372,408,774,141,61,0,73756,1208,4.5,3.2,7.3,6.2,10.9,20.9,19.7,19.3,3.6,4.4,12.738584836022357,10.29210165559422,24.517557734894023,75.48244226510597,1.803226826953496,0.7487082146999895,0.0,3.406095117578825,3.047558789412633,15.511968786249078,12.485500369081514
103,57.3,16681,8617,8064,8760,5086,1478,1992,325,3421,910,1140,2619,1172,1103,442,47,41,46634,3435,11.2,6.5,10.2,10.5,16.0,18.5,10.1,9.5,4.7,2.8,20.592290630058148,9.789580960374078,36.478628379593545,63.50338708710509,0.5635153767759726,0.9172111983694023,0.017984533,15.08302859540795,5.928901145015287,13.985972064024937,23.06216653677837
104,37.1,4430871,2208150,2222721,2483920,1459642,171792,412057,67388,552954,106563,219923,469876,269476,655112,282668,64811,42482,80675,503565,4.2,2.5,5.5,6.6,10.6,17.1,13.9,18.6,9.5,11.3,11.364921253631625,23.58617526892568,33.11976358598569,66.67271513885194,5.702941927219276,4.279677742818511,0.2075212751623777,1.8799012654622531,7.67074916,13.58649349078319,11.610516307064684
105,52.9,214229,108677,105552,117005,67359,17577,27652,4787,46565,10524,18029,31033,15461,14796,6310,1678,1095,53592,33597,5.7,4.8,10.8,11.3,14.1,19.9,12.2,13.3,4.0,4.0,15.68275070135229,11.14648343594938,16.612596800619897,83.15680884,1.1305658897721595,1.0796857568303078,0.2305943639749987,1.93064431052752,4.487254293302961,7.984446550186949,21.885925808363947
106,38.7,107110,54016,53094,58382,33503,5093,8792,1496,17931,3145,5452,14715,7016,7133,3781,813,481,50335,26591,10.4,5.6,9.8,11.0,12.9,18.3,11.8,13.0,4.9,2.3,24.825879936513864,11.397628606105872,53.72887685556904,46.12921295864065,1.1147418541686116,0.3902530109233498,0.141910185790309,43.09028101951265,3.1827093642050226,5.950891606759407,17.481094202222014
107,39.0,1042393,516095,526298,606558,341292,50452,109921,15048,123030,28363,52345,118642,62151,140892,74070,15813,16114,64323,151733,5.5,4.2,8.3,9.1,12.5,17.1,13.2,15.4,7.3,7.5,14.55621824014551,23.684829042405312,33.96377373984668,65.87937562896144,3.457333270657036,2.9049504361598744,0.1568506311918825,3.3843281756496832,10.029134884827508,14.188026972552578,14.659442264098091
108,39.8,433338,226232,207106,231538,138168,19046,42142,6382,74791,18273,24836,54618,30651,43734,16824,1962,2330,73313,46424,4.4,2.2,6.0,7.2,11.4,20.2,15.2,19.4,7.6,6.3,10.713115397218798,14.965223451439757,30.49928693075613,69.14071695,4.584642935,1.5671369692941768,0.3599961231186741,4.767640963866543,7.735532078885305,11.844333984095556,15.374603658114452
109,37.3,47838,23193,24645,25593,15350,1871,4522,1131,6273,1524,1514,4647,2791,4308,2180,514,225,51885,9622,6.1,5.8,9.9,12.7,13.5,18.6,11.2,13.6,4.8,3.8,20.113717128642502,15.107236924620596,48.11028889167607,51.73711275554999,0.2968351519712363,0.1358752456206363,0.1525983527739454,0.5706760316066725,10.94736402023496,36.15953844224256,12.837075128558888
110,54.5,237830,117352,120478,132237,77009,16568,31297,3412,37441,9411,17948,34892,17388,31291,15289,3450,2877,62430,28765,4.5,3.6,9.0,9.6,13.4,18.6,13.8,15.4,5.9,6.1,12.094773577765633,22.24572173401169,15.416053483580708,84.51625110372956,0.6487827439767901,1.042761636,0.067695413,1.3858638523314972,4.366564352688895,7.972080898120507,18.01202539629147
111,35.3,204374,105162,99212,106100,65897,10711,15462,3258,28308,6411,10718,21882,11173,14038,5745,1275,512,56439,34654,6.9,4.5,9.3,9.8,14.1,20.2,13.0,13.3,4.8,4.1,16.956168592873848,10.554180081615078,41.84387446544081,58.11355651893098,1.9420278509007995,1.102880014091812,0.042569016,1.3025140184172157,11.72066897,25.77578361239688,12.35871490502706
112,41.4,17024,8252,8772,9035,5258,1023,1952,243,4350,699,569,1248,1479,1237,478,121,40,58695,2816,6.2,7.4,13.1,7.2,7.9,22.4,14.1,14.0,5.0,2.6,16.541353383458645,11.019736842105262,28.85338345864661,71.14661654135338,25.72250939849624,0.0469924812030075,0.0,0.2702067669172932,0.6931390977443609,2.1205357142857144,20.588580827067663
113,43.1,19018,8986,10032,9959,5943,1557,2164,417,5327,1077,899,1717,803,1090,338,32,71,44804,4390,9.0,8.0,16.0,7.8,13.3,18.6,10.8,12.0,2.4,2.2,23.08339467872542,8.050268166999684,28.93048691,70.78031338731728,24.844883794300134,0.1314544116100536,0.289199706,0.2261015879692922,0.9517299400567882,2.776317173204333,22.762645914396888
114,52.1,41801,20433,21368,22025,13307,4068,5078,904,9054,2193,2982,4898,3729,4004,1275,308,221,47403,5587,5.3,3.6,14.7,12.8,16.8,20.2,10.3,9.3,3.2,3.8,13.365708954331238,13.894404440085165,6.480706203,93.47623262601374,0.2392287265854884,0.5502260711466234,0.043061171,0.5669720820076074,0.3229587808904093,4.801320542570752,25.83431018396689
115,35.7,286528,144085,142443,146785,94591,10660,21448,2402,46792,7487,10073,25533,13109,43246,18618,3563,1533,85269,22289,2.9,2.2,5.3,6.0,10.2,17.3,14.9,19.5,8.9,12.8,7.778995421040875,23.36944382398928,27.431176010721465,71.88372515,1.8755584096493187,4.211804779986599,0.6850988385079294,1.1255444494080855,3.661073263345991,16.55719510833147,9.956444047353138
116,41.9,37662,18657,19005,19656,11520,2433,3926,502,7614,1554,2514,4831,2913,2892,1102,238,135,52275,4869,5.7,5.0,10.9,10.8,15.1,20.6,13.3,10.1,5.2,3.3,12.928150390313844,11.59524188837555,5.140459879985131,94.85422972757686,0.3265891349370718,0.4381073761350964,0.005310392,0.3451755084700759,0.5708671870851256,3.459720673357761,19.81307418618236
117,40.2,10461,5058,5403,5616,3182,699,1354,129,3068,279,418,1003,440,620,175,59,37,43688,1570,8.8,10.2,15.0,8.7,13.6,17.9,10.0,8.5,5.9,1.3,15.008125418220056,8.517350157728707,39.10715993,60.89284007,26.02045693528343,0.057355893,0.0,4.6649459898671255,2.9155912436669533,5.448809865213651,19.797342510276263
118,44.2,4773,2420,2353,2779,1448,343,587,143,1434,137,149,496,303,266,105,58,5,60237,574,7.0,5.1,9.3,11.3,5.8,29.8,13.2,11.5,6.7,0.2,12.025979467839932,9.092813743976532,25.790907186256025,74.20909281374398,20.825476639430125,0.1676094699350513,0.0,0.4399748585795097,0.0,4.357846218311335,24.26147077309868
119,44.6,28362,14305,14057,14798,9222,1684,2640,360,6010,1228,1359,2795,1593,2932,1021,269,105,56826,4329,6.0,5.3,11.1,11.1,12.2,18.6,14.8,12.6,4.6,3.6,15.263380579648825,15.25632889076934,19.173542063324167,79.66292927156053,0.3631619772935618,1.2199421761511882,1.1635286651152952,0.930822932092236,2.1824977082011143,14.477117269586063,13.75784500387843
120,43.2,10234,5150,5084,5547,3091,888,1314,219,2344,331,349,1019,339,889,290,39,27,36593,2618,14.5,9.7,12.3,12.0,11.5,15.1,11.0,4.8,3.0,6.3,25.58139534883721,12.165331248778582,57.60211061168653,42.397889388313466,53.57631424662889,0.2540551104162595,0.0,0.0390854016025014,0.6351377760406488,3.097518076998241,22.70861833105335
121,31.7,21469,10113,11356,13017,7812,1235,1732,235,3323,553,1196,2068,722,2161,742,71,312,48071,3812,8.5,5.7,13.3,10.6,14.0,15.6,13.4,13.0,2.7,3.2,17.755833993199495,15.305789743350878,30.797894638781496,69.16018445200056,24.02068098188085,0.6521030322791002,0.041920909,0.07918394,2.794727281196143,3.2511994037915133,20.81140248730728
122,42.7,14537,6958,7579,7637,4592,1241,1756,188,3240,1015,906,1091,875,898,642,33,18,44685,2789,6.6,8.1,13.2,10.7,15.6,14.8,15.0,10.4,2.4,3.0,19.185526587328887,10.94448648276811,5.620141707367407,94.3798582926326,0.6741418449473757,0.041273991,0.0,0.2682809382953842,0.5021668845016165,4.134278049116049,20.258650340510425
123,49.5,24948,12469,12479,12858,7687,1996,3087,143,5889,1439,1493,2624,1717,2123,803,161,112,52780,3469,5.0,4.5,12.5,9.3,16.1,21.4,12.1,10.2,4.3,4.7,13.90492223825557,12.822671156004487,5.399230399230399,94.56870290203624,0.3848003848003848,0.2124418791085457,0.032066699,0.7856341189674524,0.4489337822671156,3.567420234086901,21.753246753246756
124,42.5,7548,3494,4054,4192,2328,646,870,151,2156,213,269,1199,277,546,251,30,32,48913,1013,4.0,5.6,17.2,12.9,11.7,11.4,11.6,16.7,5.9,3.0,13.420773714891364,11.380498145204028,16.017488076311608,83.98251192368839,13.142554319024908,0.0,0.0,0.0264970853206147,0.0,2.848436671966084,22.17806041335453
125,35.1,22707,10991,11716,13334,7407,1470,1998,450,5473,415,1187,1818,943,1884,684,50,76,47441,4675,7.9,7.9,11.9,11.0,12.6,17.7,10.2,11.4,4.5,5.0,20.588364821420708,11.864182851103184,38.86026335491258,61.11331307526313,35.59254855330955,0.4580085436209098,0.02642357,0.4580085436209098,0.5857224644382789,1.765975249922931,18.44805566565376
126,42.2,20782,10354,10428,10870,6296,1196,2623,282,5114,1144,739,1820,1330,2044,541,67,121,50282,4313,5.2,7.0,14.2,11.7,11.6,16.9,14.4,11.0,4.8,3.3,20.75353671446444,13.343277836589357,16.54797420844962,83.45202579155038,11.019151188528534,0.409007795207391,0.0,0.360889231065345,1.3810027908767202,3.3779232027716293,24.328746030218458
127,34.4,111038,54232,56806,60341,35667,5350,10559,819,19064,4458,5656,9331,5547,12275,5369,1606,802,55169,20511,5.9,6.3,10.2,10.4,13.4,16.3,11.1,15.5,4.8,6.1,18.47205461193465,18.058682613159466,24.76899800068445,75.21118896233722,16.242187359282408,1.2221041445270988,0.019813037,0.3449269619409571,2.573893622003278,4.385885912930709,18.24420468668384
128,39.2,60593,29905,30688,31217,19373,3628,6388,892,11514,2630,3071,6113,3445,5977,1643,470,259,56702,10620,5.3,4.9,8.3,10.5,15.2,20.1,13.2,14.4,4.2,4.0,17.526777020447906,13.778819335566814,14.455465152740416,85.52473057943986,1.2724242074166985,1.303780964797914,0.019804268,0.9951644579406862,2.2758404436155995,8.608255078969517,18.838809763504035
129,35.8,47945,22739,25206,26743,14491,2726,5439,696,9530,1580,2134,4998,2532,3808,1312,120,149,51860,9305,5.9,9.1,11.0,9.0,13.7,17.5,12.1,14.2,3.3,4.2,19.40765460423402,11.239962456981958,58.40025028678695,41.59974971321306,50.06778600479716,0.7654604234018145,0.0,0.1355720095943268,0.2440296172697883,7.187402231723851,17.334445719053083
130,40.7,16827,8161,8666,8797,4923,1102,1992,117,4162,776,865,1146,847,1235,492,63,68,48129,3357,4.1,10.6,12.0,11.5,13.5,15.1,11.4,13.5,4.3,4.1,19.950080228204676,11.041778094728713,27.05176204908777,72.94823795091222,19.52813929993463,0.02971415,0.0,0.2911986688060854,0.0594283,7.143281630712544,18.85065668271231
